year,country,co2,co2_per_capita,trade_co2,coal_co2,cement_co2,oil_co2,gas_co2,gas_co2_per_capita,co2_growth_prct,share_global_co2
1978,Indonesia,93.938,0.668,,0.546,1.92,62.629,7.87,0.056,13.98,0.49
1979,Indonesia,95.137,0.661,,0.652,2.46,63.41,7.383,0.051,1.28,0.49
1980,Indonesia,94.873,0.643,,0.707,3.068,66.135,12.164,0.082,-0.28,0.49
1981,Indonesia,100.297,0.664,,0.791,3.652,70.338,13.399,0.089,5.72,0.53
1982,Indonesia,105.584,0.684,,0.861,4.0,75.086,15.517,0.1,5.27,0.56
1983,Indonesia,105.184,0.666,,1.198,4.391,77.727,13.649,0.086,-0.38,0.55
1984,Indonesia,112.46,0.696,,1.883,4.783,74.192,24.388,0.151,6.92,0.57
1985,Indonesia,121.597,0.737,,3.671,5.474,78.527,27.073,0.164,8.12,0.6
1986,Indonesia,122.166,0.726,,8.057,5.977,78.27,22.867,0.136,0.47,0.59
1987,Indonesia,123.878,0.722,,8.219,6.51,75.023,27.012,0.157,1.4,0.58
1988,Indonesia,132.721,0.758,,6.914,6.768,87.244,23.373,0.134,7.14,0.6
1989,Indonesia,131.674,0.739,,6.28,7.838,84.748,24.956,0.14,-0.79,0.59
1990,Indonesia,150.285,0.828,-6.665,6.947,7.719,82.475,44.064,0.243,14.13,0.66
1991,Indonesia,180.621,0.978,-15.335,13.52,9.087,103.458,43.494,0.236,20.19,0.78
1992,Indonesia,203.577,1.084,-14.916,12.509,9.777,117.107,52.374,0.279,12.71,0.9
1993,Indonesia,219.762,1.152,-21.198,21.309,10.775,117.418,57.659,0.302,7.95,0.96
1994,Indonesia,222.855,1.149,-19.76,26.648,12.538,113.47,60.309,0.311,1.41,0.97
1995,Indonesia,226.543,1.15,-18.148,25.175,13.312,113.862,64.574,0.328,1.65,0.97
1996,Indonesia,255.067,1.276,-23.354,27.561,14.266,124.631,78.992,0.395,12.59,1.06
1997,Indonesia,280.734,1.384,-32.053,29.389,16.01,143.869,82.042,0.404,10.06,1.16
1998,Indonesia,215.971,1.05,-75.498,32.075,13.077,113.174,48.028,0.234,-23.07,0.89
1999,Indonesia,243.95,1.169,-32.471,37.168,14.082,106.054,83.653,0.401,12.96,0.99
2000,Indonesia,274.727,1.299,-37.109,50.906,16.446,154.978,48.593,0.23,12.62,1.09
2001,Indonesia,303.341,1.415,-44.546,64.629,18.462,149.856,61.162,0.285,10.42,1.19
2002,Indonesia,310.818,1.43,-26.875,66.665,18.137,156.843,59.764,0.275,2.46,1.19
2003,Indonesia,340.441,1.545,-27.533,89.49,17.811,162.447,62.662,0.284,9.53,1.24
2004,Indonesia,344.394,1.542,-30.093,82.216,19.047,173.895,61.886,0.277,1.16,1.2
2005,Indonesia,348.989,1.542,-28.041,94.222,18.527,174.754,54.451,0.241,1.33,1.18
2006,Indonesia,346.706,1.512,-17.501,111.641,19.047,152.499,57.426,0.25,-0.65,1.13
2007,Indonesia,388.255,1.671,-18.01,140.066,19.567,166.225,57.078,0.246,11.98,1.23
2008,Indonesia,366.293,1.556,2.569,121.845,20.542,158.303,60.313,0.256,-5.66,1.14
2009,Indonesia,401.957,1.684,1.971,128.274,19.437,181.26,64.541,0.27,9.74,1.27
2010,Indonesia,451.931,1.869,1.891,153.077,19.437,195.674,73.73,0.305,12.43,1.36
2011,Indonesia,504.762,2.059,0.869,181.281,21.062,211.329,81.553,0.333,11.69,1.46
2012,Indonesia,521.528,2.099,19.097,187.171,23.272,218.777,80.062,0.322,3.32,1.49
2013,Indonesia,496.074,1.97,24.141,164.219,24.767,229.408,64.753,0.257,-4.88,1.41
2014,Indonesia,498.973,1.956,24.117,173.584,25.482,220.593,62.416,0.245,0.58,1.4
2015,Indonesia,551.475,2.134,18.665,197.815,24.507,219.406,94.252,0.365,10.52,1.55
2016,Indonesia,560.846,2.144,18.79,206.328,28.71,219.142,91.185,0.349,1.7,1.58
2017,Indonesia,575.176,2.173,15.003,221.093,32.081,226.62,84.339,0.319,2.56,1.6
2018,Indonesia,614.884,2.297,10.901,262.222,34.828,222.595,84.147,0.314,6.9,1.68
2019,Indonesia,660.594,2.441,12.764,315.401,32.415,218.69,82.998,0.307,7.43,1.8
2020,Indonesia,589.5,2.155,,300.518,33.804,165.61,78.478,0.287,-10.76,1.69
1950,International transport,128.394,,,,,128.394,,,,2.14
1951,International transport,153.177,,,,,153.177,,,19.3,2.4
1952,International transport,156.156,,,,,156.156,,,1.94,2.42
1953,International transport,162.103,,,,,162.103,,,3.81,2.44
1954,International transport,162.693,,,,,162.693,,,0.36,2.4
1955,International transport,187.091,,,,,187.091,,,15.0,2.51
1956,International transport,201.223,,,,,201.223,,,7.55,2.54
1957,International transport,223.684,,,,,223.684,,,11.16,2.73
1958,International transport,207.906,,,,,207.906,,,-7.05,2.47
1959,International transport,213.369,,,,,213.369,,,2.63,2.41
1960,International transport,238.12,,,,,238.12,,,11.6,2.54
1961,International transport,263.249,,,,,263.249,,,10.55,2.8
1962,International transport,272.943,,,,,272.943,,,3.68,2.8
1963,International transport,285.736,,,,,285.736,,,4.69,2.78
1964,International transport,313.03,,,,,313.03,,,9.55,2.89
1965,International transport,323.35,,,,,323.35,,,3.3,2.86
1966,International transport,349.886,,,,,349.886,,,8.21,2.95
1967,International transport,374.346,,,,,374.346,,,6.99,3.06
1968,International transport,395.947,,,,,395.947,,,5.77,3.07
1969,International transport,414.489,,,,,414.489,,,4.68,3.01
1970,International transport,436.231,,,,,436.231,,,5.25,2.93
1971,International transport,460.728,,,,,460.728,,,5.62,2.97
1972,International transport,491.375,,,,,491.375,,,6.65,3.03
1973,International transport,526.19,,,,,526.19,,,7.09,3.08
1974,International transport,488.617,,,,,488.617,,,-7.14,2.87
1975,International transport,447.241,,,,,447.241,,,-8.47,2.62
1976,International transport,438.674,,,,,438.674,,,-1.92,2.44
1977,International transport,448.927,,,,,448.927,,,2.34,2.43
1978,International transport,455.683,,,,,455.683,,,1.51,2.39
1979,International transport,457.355,,,,,457.355,,,0.37,2.33
1980,International transport,446.385,,,,,446.385,,,-2.4,2.29
1981,International transport,412.114,,,,,412.114,,,-7.68,2.17
1982,International transport,373.141,,,,,373.141,,,-9.46,1.98
1983,International transport,358.265,,,,,358.265,,,-3.99,1.89
1984,International transport,359.581,,,,,359.581,,,0.37,1.83
1985,International transport,367.289,,,,,367.289,,,2.14,1.81
1986,International transport,393.529,,,,,393.529,,,7.14,1.91
1987,International transport,527.548,,,,,527.548,,,34.06,2.48
1988,International transport,545.602,,,,,545.602,,,3.42,2.47
1989,International transport,565.264,,,,,565.264,,,3.6,2.52
1990,International transport,557.91,,,,,557.91,,,-1.3,2.45
1991,International transport,550.602,,,,,550.602,,,-1.31,2.37
1992,International transport,559.748,,,,,559.748,,,1.66,2.48
1993,International transport,562.453,,,,,562.453,,,0.48,2.47
1994,International transport,589.486,,,,,589.486,,,4.81,2.57
1995,International transport,622.759,,,,,622.759,,,5.64,2.66
1996,International transport,673.978,,,,,673.978,,,8.22,2.79
1997,International transport,709.382,,,,,709.382,,,5.25,2.92
1998,International transport,751.715,,,,,751.715,,,5.97,3.11
1999,International transport,776.287,,,,,776.287,,,3.27,3.17
2000,International transport,786.862,,,,,786.862,,,1.36,3.12
2001,International transport,781.931,,,,,781.931,,,-0.63,3.07
2002,International transport,799.697,,,,,799.697,,,2.27,3.07
2003,International transport,834.217,,,,,834.217,,,4.32,3.05
2004,International transport,906.605,,,,,906.605,,,8.68,3.17
2005,International transport,945.11,,,,,945.11,,,4.25,3.19
2006,International transport,997.659,,,,,997.659,,,5.56,3.26
2007,International transport,1055.405,,,,,1055.405,,,5.79,3.35
2008,International transport,1068.476,,,,,1068.476,,,1.24,3.33
2009,International transport,1022.624,,,,,1022.624,,,-4.29,3.24
2010,International transport,1086.42,,,,,1086.42,,,6.24,3.26
2011,International transport,1111.962,,,,,1111.962,,,2.35,3.23
2012,International transport,1101.737,,,,,1101.737,,,-0.92,3.15
2013,International transport,1118.095,,,,,1118.095,,,1.48,3.17
2014,International transport,1128.692,,,,,1128.692,,,0.95,3.18
2015,International transport,1171.701,,,,,1171.701,,,3.81,3.3
2016,International transport,1185.328,,,,,1185.328,,,1.16,3.34
2017,International transport,1231.804,,,,,1231.804,,,3.92,3.43
2018,International transport,1265.263,,,,,1265.263,,,2.72,3.45
2019,International transport,1257.767,,,,,1257.767,,,-0.59,3.43
2020,International transport,1004.233,,,,,1004.233,,,-20.16,2.89
1906,Iran,0.004,0.0,,,,0.004,,,,0.0
1907,Iran,,,,,,,,,0.0,
1908,Iran,,,,,,,,,0.0,
1909,Iran,,,,,,,,,0.0,
1910,Iran,,,,,,,,,0.0,
1911,Iran,0.136,0.012,,,,0.136,,,3600.0,0.0
1912,Iran,0.253,0.023,,,,0.253,,,86.49,0.01
1913,Iran,0.854,0.08,,,,0.854,,,237.68,0.02
1914,Iran,1.172,0.112,,,,1.172,,,37.34,0.04
1915,Iran,1.403,0.136,,,,1.403,,,19.69,0.04
1916,Iran,2.008,0.199,,,,2.008,,,43.08,0.06
1917,Iran,2.799,0.283,,,,2.799,,,39.42,0.08
1918,Iran,3.448,0.356,,,,3.448,,,23.17,0.1
1919,Iran,4.32,0.45,,,,4.32,,,25.29,0.14
1920,Iran,5.437,0.565,,,,5.437,,,25.87,0.16
1921,Iran,7.255,0.745,,,,7.255,,,33.42,0.24
1922,Iran,9.226,0.926,,,,9.226,,,27.17,0.29
1923,Iran,11.578,1.123,,,,11.578,,,25.5,0.32
1924,Iran,13.506,1.267,,,,13.506,,,16.65,0.37
1925,Iran,14.202,1.288,,,,14.202,,,5.15,0.38
1926,Iran,15.059,1.321,,,,15.059,,,6.04,0.41
1927,Iran,16.701,1.417,,,,16.701,,,10.9,0.42
1928,Iran,17.679,1.45,,,,17.679,,,5.86,0.45
1929,Iran,17.023,1.355,,,,17.023,,,-3.71,0.4
1930,Iran,18.514,1.434,,,,18.514,,,8.76,0.47
1931,Iran,17.924,1.356,,,,17.924,,,-3.19,0.51
1932,Iran,20.09,1.489,,,,20.09,,,12.08,0.64
1933,Iran,22.087,1.609,,,,22.087,,,9.94,0.66
1934,Iran,23.494,1.681,,,,23.494,,,6.37,0.65
1935,Iran,23.34,1.641,,,,23.34,,,-0.66,0.61
1936,Iran,25.553,1.766,,,,25.553,,,9.48,0.61
1937,Iran,31.69,2.152,,,,31.69,,,24.02,0.71
1938,Iran,31.778,2.12,,,,31.778,,,0.28,0.76
1939,Iran,30.052,1.974,,0.198,,29.854,,,-5.43,0.68
1940,Iran,27.128,1.757,,0.245,0.033,26.85,,,-9.73,0.56
1941,Iran,20.822,1.333,,0.238,0.025,20.559,,,-23.24,0.42
1942,Iran,29.532,1.87,,0.216,0.025,29.29,,,41.83,0.6
1943,Iran,30.455,1.912,,0.183,0.018,30.254,,,3.13,0.61
1944,Iran,41.66,2.593,,0.264,0.018,41.378,,,36.79,0.82
1945,Iran,52.897,3.264,,0.399,0.011,52.487,,,26.97,1.25
1946,Iran,60.232,3.685,,0.399,0.022,59.811,,,13.87,1.3
1947,Iran,63.468,3.849,,0.498,0.022,62.948,,,5.37,1.24
1948,Iran,77.951,4.687,,0.399,0.033,77.519,,,22.82,1.44
1949,Iran,84.034,4.99,,0.451,0.029,83.554,,,7.8,1.6
1950,Iran,84.118,4.914,,0.531,0.033,83.554,,,0.1,1.4
1951,Iran,6.914,0.395,,0.451,0.033,6.43,,,-91.78,0.11
1952,Iran,4.092,0.228,,0.399,0.025,3.668,,,-40.81,0.06
1953,Iran,3.829,0.208,,0.411,0.033,3.385,,,-6.45,0.06
1954,Iran,1.044,0.056,,0.665,0.033,0.347,,,-72.73,0.02
1955,Iran,15.813,0.82,,0.649,0.065,2.876,0.583,0.03,1414.72,0.21
1956,Iran,22.808,1.153,,0.506,0.109,8.588,0.85,0.043,44.23,0.29
1957,Iran,21.8,1.074,,0.465,0.156,11.111,1.403,0.069,-4.42,0.27
1958,Iran,25.229,1.212,,0.513,0.204,13.201,1.44,0.069,15.73,0.3
1959,Iran,25.569,1.198,,0.63,0.287,11.684,1.759,0.082,1.35,0.29
1960,Iran,37.359,1.705,,0.612,0.392,21.835,1.839,0.084,46.11,0.4
1961,Iran,36.509,1.624,,0.524,0.367,19.326,1.902,0.085,-2.27,0.39
1962,Iran,37.428,1.622,,0.542,0.367,18.708,2.037,0.088,2.52,0.38
1963,Iran,41.305,1.744,,0.605,0.367,20.271,2.206,0.093,10.36,0.4
1964,Iran,47.519,1.955,,0.725,0.367,23.571,2.308,0.095,15.04,0.44
1965,Iran,53.718,2.153,,0.755,0.389,24.627,2.378,0.095,13.05,0.47
1966,Iran,64.103,2.502,,0.755,0.691,26.309,2.682,0.105,19.33,0.54
1967,Iran,67.881,2.579,,0.769,0.691,27.608,2.84,0.108,5.89,0.55
1968,Iran,82.33,3.046,,0.788,0.959,36.501,3.037,0.112,21.29,0.64
1969,Iran,83.039,2.991,,1.301,1.159,28.693,9.021,0.325,0.86,0.6
1970,Iran,91.787,3.219,,1.26,1.272,32.72,20.559,0.721,10.54,0.62
1971,Iran,101.628,3.471,,1.429,1.41,39.355,18.027,0.616,10.72,0.66
1972,Iran,106.015,3.525,,2.425,1.668,38.035,17.466,0.581,4.32,0.65
1973,Iran,129.475,4.189,,2.664,1.726,51.138,19.188,0.621,22.13,0.76
1974,Iran,143.775,4.523,,3.037,2.235,60.156,24.175,0.76,11.04,0.85
1975,Iran,139.214,4.253,,2.616,2.653,65.329,22.889,0.699,-3.17,0.82
1976,Iran,156.459,4.638,,2.327,2.985,74.181,22.834,0.677,12.39,0.87
1977,Iran,163.732,4.704,,2.334,3.512,86.256,20.445,0.587,4.65,0.89
1978,Iran,162.104,4.508,,2.535,5.746,85.074,18.833,0.524,-0.99,0.85
1979,Iran,162.982,4.377,,2.407,3.573,102.588,24.05,0.646,0.54,0.83
1980,Iran,120.494,3.118,,2.433,3.678,82.883,13.282,0.344,-26.07,0.62
1981,Iran,112.996,2.811,,1.927,4.175,79.948,12.142,0.302,-6.22,0.59
1982,Iran,137.771,3.29,,2.997,4.61,90.127,12.626,0.302,21.93,0.73
1983,Iran,149.585,3.428,,2.752,4.894,101.189,16.034,0.367,8.58,0.79
1984,Iran,149.864,3.296,,3.272,5.209,103.747,25.138,0.553,0.19,0.76
1985,Iran,159.857,3.376,,3.426,5.43,113.229,27.392,0.578,6.67,0.79
1986,Iran,147.603,2.996,,3.58,5.44,99.851,28.543,0.579,-7.67,0.72
1987,Iran,158.563,3.097,,3.653,5.462,109.616,30.602,0.598,7.42,0.75
1988,Iran,175.143,3.3,,3.704,5.25,120.102,38.395,0.723,10.46,0.79
1989,Iran,190.198,3.469,,3.056,5.389,136.279,42.59,0.777,8.6,0.85
1990,Iran,209.944,3.725,-7.588,2.693,6.13,139.287,40.015,0.71,10.38,0.92
1991,Iran,226.011,3.918,-8.603,3.843,6.27,143.967,49.617,0.86,7.65,0.97
1992,Iran,226.935,3.861,-7.543,3.385,6.226,142.941,52.647,0.896,0.41,1.01
1993,Iran,235.607,3.945,-22.065,4.133,6.559,146.528,60.69,1.016,3.82,1.03
1994,Iran,263.82,4.354,-29.156,4.173,6.78,157.266,73.287,1.21,11.97,1.15
1995,Iran,271.582,4.42,-21.455,3.909,6.986,156.607,81.575,1.328,2.94,1.16
1996,Iran,273.769,4.395,-11.964,4.089,7.081,158.269,81.247,1.304,0.81,1.13
1997,Iran,267.046,4.23,-0.427,4.195,7.565,143.211,90.915,1.44,-2.46,1.1
1998,Iran,305.503,4.776,2.541,4.884,7.862,174.87,98.652,1.542,14.4,1.26
1999,Iran,379.501,5.856,-49.516,4.976,8.477,227.718,114.287,1.764,24.22,1.55
2000,Iran,369.15,5.625,-50.189,5.328,9.118,210.118,120.448,1.835,-2.73,1.46
2001,Iran,394.759,5.941,-46.793,4.14,9.922,227.461,127.654,1.921,6.94,1.55
2002,Iran,397.625,5.91,-56.935,4.664,10.446,217.924,143.816,2.137,0.73,1.53
2003,Iran,413.665,6.072,-9.633,5.188,10.749,210.79,158.468,2.326,4.03,1.51
2004,Iran,441.947,6.41,-17.283,4.994,11.32,221.593,178.9,2.595,6.84,1.54
2005,Iran,463.499,6.644,-29.684,6.086,11.344,222.824,200.162,2.869,4.88,1.57
2006,Iran,503.636,7.138,-34.975,5.983,12.305,233.358,221.538,3.14,8.66,1.65
2007,Iran,512.66,7.186,-15.572,6.577,14.191,225.18,236.52,3.316,1.79,1.63
2008,Iran,534.644,7.413,-24.802,5.859,15.627,233.945,246.875,3.423,4.29,1.67
2009,Iran,559.025,7.666,-32.175,4.393,17.753,232.918,261.065,3.58,4.56,1.77
2010,Iran,569.772,7.724,-18.955,5.448,21.561,227.533,277.22,3.758,1.92,1.71
2011,Iran,577.336,7.736,-26.208,5.313,23.057,223.695,293.263,3.929,1.33,1.67
2012,Iran,602.738,7.979,-45.027,4.129,24.068,245.122,292.274,3.869,4.4,1.72
2013,Iran,610.21,7.978,-57.256,4.118,24.831,246.587,294.934,3.856,1.24,1.73
2014,Iran,641.842,8.286,-48.492,3.591,23.491,241.033,335.007,4.325,5.18,1.81
2015,Iran,628.626,8.009,-37.886,4.302,20.9,218.897,356.769,4.545,-2.06,1.77
2016,Iran,637.362,8.011,-49.903,3.451,19.761,189.704,380.704,4.785,1.39,1.8
2017,Iran,712.256,8.829,-68.743,4.708,18.91,212.925,399.502,4.952,11.75,1.98
2018,Iran,707.157,8.645,-60.949,4.921,19.091,213.821,409.099,5.001,-0.72,1.93
2019,Iran,733.366,8.845,-8.432,5.114,20.893,230.896,416.238,5.02,3.71,2.0
2020,Iran,745.035,8.87,,5.114,23.877,221.592,434.227,5.17,1.59,2.14
1927,Iraq,0.139,0.036,,,,0.139,,,,0.0
1928,Iraq,0.289,0.074,,,,0.289,,,107.89,0.01
1929,Iraq,0.37,0.094,,,,0.37,,,27.85,0.01
1930,Iraq,0.37,0.093,,,,0.37,,,0.0,0.01
1931,Iraq,0.366,0.092,,,,0.366,,,-0.99,0.01
1932,Iraq,0.374,0.093,,,,0.374,,,2.0,0.01
1933,Iraq,0.352,0.087,,,,0.352,,,-5.88,0.01
1934,Iraq,2.865,0.708,,,,2.865,,,714.58,0.08
1935,Iraq,5.723,1.412,,,,5.723,,,99.74,0.15
1936,Iraq,5.793,1.425,,,,5.793,,,1.22,0.14
1937,Iraq,6.243,1.532,,,,6.243,,,7.78,0.14
1938,Iraq,5.917,1.448,,,,5.917,,,-5.22,0.14
1939,Iraq,12.157,2.949,,,,12.157,,,105.45,0.27
1940,Iraq,7.691,1.837,,,,7.691,,,-36.74,0.16
1941,Iraq,4.807,1.124,,,,4.807,,,-37.49,0.1
1942,Iraq,7.962,1.811,,,,7.962,,,65.62,0.16
1943,Iraq,10.959,2.411,,,,10.959,,,37.64,0.22
1944,Iraq,12.773,2.718,,,,12.773,,,16.55,0.25
1945,Iraq,14.132,2.909,,,,14.132,,,10.64,0.33
1946,Iraq,14.356,2.858,,,,14.356,,,1.58,0.31
1947,Iraq,14.425,2.778,,,,14.425,,,0.48,0.28
1948,Iraq,,,,,,,,,0.0,
1949,Iraq,1.128,0.204,,,0.004,1.125,,,-92.18,0.02
1950,Iraq,1.649,0.288,,0.004,0.033,1.612,,,46.08,0.03
1951,Iraq,2.429,0.412,,0.007,0.036,2.385,,,47.34,0.04
1952,Iraq,1.96,0.323,,0.004,0.051,1.905,,,-19.31,0.03
1953,Iraq,2.527,0.407,,0.004,0.087,2.437,,,28.96,0.04
1954,Iraq,3.048,0.479,,0.004,0.098,2.946,,,20.58,0.04
1955,Iraq,4.099,0.63,,0.007,0.156,3.301,0.634,0.098,34.49,0.06
1956,Iraq,6.395,0.962,,0.004,0.243,5.456,0.692,0.104,56.03,0.08
1957,Iraq,5.97,0.878,,0.004,0.298,5.152,0.517,0.076,-6.65,0.07
1958,Iraq,6.666,0.959,,0.004,0.331,5.917,0.414,0.06,11.66,0.08
1959,Iraq,7.314,1.028,,0.011,0.327,6.335,0.641,0.09,9.73,0.08
1960,Iraq,8.256,1.133,,0.007,0.305,6.786,1.158,0.159,12.88,0.09
1961,Iraq,8.709,1.165,,0.004,0.462,7.02,1.224,0.164,5.49,0.09
1962,Iraq,9.021,1.176,,0.004,0.44,7.339,1.238,0.161,3.58,0.09
1963,Iraq,9.383,1.189,,0.004,0.465,7.522,1.392,0.176,4.02,0.09
1964,Iraq,9.064,1.116,,0.004,0.542,7.061,1.458,0.18,-3.4,0.08
1965,Iraq,19.293,2.303,,0.004,0.636,8.048,0.953,0.114,112.85,0.17
1966,Iraq,27.676,3.199,,0.004,0.665,15.099,1.041,0.12,43.45,0.23
1967,Iraq,18.373,2.053,,0.004,0.691,6.782,0.89,0.1,-33.61,0.15
1968,Iraq,19.696,2.127,,0.004,0.691,9.338,0.931,0.1,7.2,0.15
1969,Iraq,22.601,2.358,,0.004,0.683,10.069,1.462,0.152,14.75,0.16
1970,Iraq,23.884,2.408,,0.004,0.672,11.417,1.506,0.152,5.67,0.16
1971,Iraq,28.832,2.811,,0.011,0.916,12.502,1.777,0.173,20.72,0.19
1972,Iraq,29.52,2.785,,0.007,0.941,14.302,1.795,0.169,2.39,0.18
1973,Iraq,30.613,2.796,,0.004,0.898,12.927,2.323,0.212,3.7,0.18
1974,Iraq,30.909,2.732,,0.011,0.898,12.886,1.554,0.137,0.97,0.18
1975,Iraq,33.12,2.834,,0.004,1.178,12.531,2.495,0.214,7.15,0.19
1976,Iraq,48.735,4.038,,0.004,1.334,22.468,3.462,0.287,47.15,0.27
1977,Iraq,43.63,3.501,,0.004,1.534,22.709,2.264,0.182,-10.48,0.24
1978,Iraq,42.193,3.281,,0.004,2.204,19.751,2.345,0.182,-3.29,0.22
1979,Iraq,52.823,3.984,,0.004,2.417,23.611,3.364,0.254,25.19,0.27
1980,Iraq,45.358,3.322,,0.004,2.577,21.832,2.462,0.18,-14.13,0.23
1981,Iraq,31.901,2.272,,0.004,2.597,22.146,0.656,0.047,-29.67,0.17
1982,Iraq,30.374,2.105,,0.004,2.565,20.368,0.667,0.046,-4.79,0.16
1983,Iraq,38.465,2.596,,0.004,2.536,28.806,0.656,0.044,26.64,0.2
1984,Iraq,39.771,2.618,,0.004,3.578,27.363,0.923,0.061,3.39,0.2
1985,Iraq,44.196,2.841,,0.004,3.537,28.737,1.539,0.099,11.13,0.22
1986,Iraq,47.23,2.969,,0.004,3.496,30.888,0.575,0.036,6.86,0.23
1987,Iraq,52.184,3.21,,0.004,4.317,36.158,1.92,0.118,10.49,0.25
1988,Iraq,67.127,4.041,,0.004,4.499,50.867,2.895,0.174,28.64,0.3
1989,Iraq,72.242,4.251,,0.004,5.289,55.085,2.48,0.146,7.62,0.32
1990,Iraq,49.057,2.816,,0.004,4.173,33.21,3.69,0.212,-32.09,0.22
1991,Iraq,45.185,2.526,,0.004,2.071,39.487,3.528,0.197,-7.89,0.19
1992,Iraq,58.889,3.2,,,0.822,53.597,4.356,0.237,30.33,0.26
1993,Iraq,63.13,3.33,,,0.816,57.323,4.895,0.258,7.2,0.28
1994,Iraq,71.089,3.638,,,0.81,64.098,6.086,0.312,12.61,0.31
1995,Iraq,74.083,3.677,,,0.847,67.055,6.086,0.302,4.21,0.32
1996,Iraq,69.283,3.334,,,0.638,62.328,6.221,0.299,-6.48,0.29
1997,Iraq,68.079,3.175,,,0.673,60.592,5.855,0.273,-1.74,0.28
1998,Iraq,72.102,3.26,,,0.785,64.263,5.514,0.249,5.91,0.3
1999,Iraq,71.681,3.144,,,1.948,61.962,5.943,0.261,-0.58,0.29
2000,Iraq,71.716,3.052,,,2.319,61.68,5.888,0.251,0.05,0.28
2001,Iraq,84.556,3.493,,,2.274,75.295,5.159,0.213,17.9,0.33
2002,Iraq,86.322,3.462,,,2.537,77.658,4.298,0.172,2.09,0.33
2003,Iraq,90.785,3.54,,,0.691,85.254,2.917,0.114,5.17,0.33
2004,Iraq,113.635,4.318,,,0.89,95.488,1.869,0.071,25.17,0.4
2005,Iraq,112.764,4.188,,,1.045,87.09,12.439,0.462,-0.77,0.38
2006,Iraq,97.965,3.569,,,1.235,71.602,11.959,0.436,-13.12,0.32
2007,Iraq,61.169,2.192,,,1.629,34.661,12.029,0.431,-37.56,0.19
2008,Iraq,91.803,3.234,,,2.31,62.786,15.25,0.537,50.08,0.29
2009,Iraq,102.969,3.554,,,2.517,70.199,16.701,0.576,12.16,0.33
2010,Iraq,110.066,3.701,,,2.868,78.472,14.817,0.498,6.89,0.33
2011,Iraq,135.274,4.403,,,3.539,99.338,13.909,0.453,22.9,0.39
2012,Iraq,152.815,4.792,,,3.478,113.148,13.154,0.412,12.97,0.44
2013,Iraq,163.677,4.936,,,4.179,122.525,13.058,0.394,7.11,0.46
2014,Iraq,165.151,4.799,,,3.143,124.617,12.633,0.367,0.9,0.46
2015,Iraq,165.647,4.657,,,3.493,121.072,12.986,0.365,0.3,0.47
2016,Iraq,194.361,5.309,,,3.493,142.537,14.286,0.39,17.34,0.55
2017,Iraq,211.703,5.638,,,3.493,154.745,19.225,0.512,8.92,0.59
2018,Iraq,211.326,5.498,,,3.493,145.028,30.488,0.793,-0.18,0.58
2019,Iraq,222.991,5.673,,,3.493,146.479,40.703,1.035,5.52,0.61
2020,Iraq,210.829,5.242,,,3.493,131.593,43.428,1.08,-5.45,0.61
1850,Ireland,0.396,0.057,,0.396,,,,,,0.2
1851,Ireland,,,,,,,,,0.0,
1852,Ireland,,,,,,,,,0.0,
1853,Ireland,,,,,,,,,0.0,
1854,Ireland,,,,,,,,,0.0,
1855,Ireland,,,,,,,,,0.0,
1856,Ireland,,,,,,,,,0.0,
1857,Ireland,,,,,,,,,0.0,
1858,Ireland,,,,,,,,,0.0,
1859,Ireland,,,,,,,,,0.0,
1860,Ireland,,,,,,,,,0.0,
1861,Ireland,,,,,,,,,0.0,
1862,Ireland,,,,,,,,,0.0,
1863,Ireland,,,,,,,,,0.0,
1864,Ireland,,,,,,,,,0.0,
1865,Ireland,,,,,,,,,0.0,
1866,Ireland,,,,,,,,,0.0,
1867,Ireland,,,,,,,,,0.0,
1868,Ireland,,,,,,,,,0.0,
1869,Ireland,,,,,,,,,0.0,
1870,Ireland,,,,,,,,,0.0,
1871,Ireland,,,,,,,,,0.0,
1872,Ireland,,,,,,,,,0.0,
1873,Ireland,,,,,,,,,0.0,
1874,Ireland,,,,,,,,,0.0,
1875,Ireland,,,,,,,,,0.0,
1876,Ireland,,,,,,,,,0.0,
1877,Ireland,,,,,,,,,0.0,
1878,Ireland,,,,,,,,,0.0,
1879,Ireland,,,,,,,,,0.0,
1880,Ireland,0.352,0.068,,0.352,,,,,-11.11,0.04
1881,Ireland,0.352,0.069,,0.352,,,,,0.0,0.04
1882,Ireland,,,,,,,,,0.0,
1883,Ireland,,,,,,,,,0.0,
1884,Ireland,,,,,,,,,0.0,
1885,Ireland,,,,,,,,,0.0,
1886,Ireland,,,,,,,,,0.0,
1887,Ireland,,,,,,,,,0.0,
1888,Ireland,,,,,,,,,0.0,
1889,Ireland,,,,,,,,,0.0,
1890,Ireland,,,,,,,,,0.0,
1891,Ireland,,,,,,,,,0.0,
1892,Ireland,,,,,,,,,0.0,
1893,Ireland,,,,,,,,,0.0,
1894,Ireland,,,,,,,,,0.0,
1895,Ireland,,,,,,,,,0.0,
1896,Ireland,,,,,,,,,0.0,
1897,Ireland,,,,,,,,,0.0,
1898,Ireland,,,,,,,,,0.0,
1899,Ireland,,,,,,,,,0.0,
1900,Ireland,,,,,,,,,0.0,
1901,Ireland,,,,,,,,,0.0,
1902,Ireland,,,,,,,,,0.0,
1903,Ireland,,,,,,,,,0.0,
1904,Ireland,,,,,,,,,0.0,
1905,Ireland,,,,,,,,,0.0,
